Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
Q01814,Plasma membrane calcium-transporting ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2B2 PE=1 SV=2,14253259.63,9552624.789,15247849.03,14539085.74,12629806.26,8882062.165,10712012.05,9677194.86,8705873.954,11003765.74,13356506.46
P05026,Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1,24710103.07,18691082.64,26661520.04,26797734.84,24198055,14476843.49,18355907.08,18514285.68,17928542.03,19680202.55,26953675.73
Q13554,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens OX=9606 GN=CAMK2B PE=1 SV=3,10056147.64,6644890.96,9848677.006,6122890.008,8635257.969,6168870.832,7050439.867,7772576.538,6389027.168,7019052.689,11638478.46
P30086,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,69415323.87,63076590.91,102515812.3,78862530.59,85968186.57,54521724.74,64322764.8,71814787.47,65280277.73,64349406.48,91199953
P09211,Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2,10146838.45,9704715.848,12145173.65,14280162.15,12342820.33,8246466.456,9348207.159,12479787.28,9838248.414,9181485.939,18308726.63
P45880,Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2,11744490.13,8242208.576,12978936.63,12004633.85,10719252.05,6959387.972,7410440.15,8596464.609,7061988.117,7615470.596,11387338.18
Q99962,Endophilin-A1 OS=Homo sapiens OX=9606 GN=SH3GL2 PE=1 SV=1,40811809.84,26821432.39,47037428.62,38913511.89,37131416.85,23865546.7,30483934.53,26880152.5,24900868.36,31026260.43,35311135.14
Q9UH03,Neuronal-specific septin-3 OS=Homo sapiens OX=9606 GN=SEPT3 PE=1 SV=3,21914813.59,15230458.02,26462184.33,21219327.37,20133524.61,14096676.48,18089441.36,16413375.15,13669731.69,17650599.37,20871239.31
P21579,Synaptotagmin-1 OS=Homo sapiens OX=9606 GN=SYT1 PE=1 SV=1,23638559.88,16726849.8,30460331.26,24597413.4,22133672.12,14778949.63,18962211.52,15880921.5,14683857.97,19142539.36,20916563.88
P10636,Microtubule-associated protein tau OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=5,14774514.56,9728440.301,17694620.97,12434097.77,13738959.04,8130606.805,11261006.87,12534632.62,10205452.61,9222657.717,12789709.98
Q13555,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=4,3778548.28,2645006.603,3676082.722,2839331.007,3670113.835,2595012.733,2642902.256,3821152.797,2570484.106,3209567.028,5363533.58
P62760,Visinin-like protein 1 OS=Homo sapiens OX=9606 GN=VSNL1 PE=1 SV=2,26700470.2,20917718.45,32227555.1,28556385.72,27381384.04,18781302.69,21678383.82,24510711.32,19311329.1,22296727.83,32692047.92
P29401,Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3,10594101.85,8504455.452,12820050.43,11592537.36,10999157.06,7124124.234,7659065.779,10374153.09,7507065.252,7838443.675,15592632.13
Q16891,MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1,15350455.98,9805806.102,18055235.6,14000534.67,13494042.3,8156270.713,10094409.47,9752717.913,9366380.656,11358931.59,14805575.25
P23471,Receptor-type tyrosine-protein phosphatase zeta OS=Homo sapiens OX=9606 GN=PTPRZ1 PE=1 SV=4,12607694.02,9115593.696,14168446.81,12368310.71,11885702.5,8286780.029,9867466.152,10208465.74,8638719.315,10802609.96,13314369.96
P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2,20305766.59,12792553.71,21958718.18,16925636.34,17717222.26,12188796.04,13230457.28,11246277.15,11468896.66,15684010.47,15567627.47
P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3",29693869.42,20769448.7,32152099.88,31718232.5,27078681.22,17764400.57,19377465.04,21152437.11,19533360.05,21997414.8,29869417.14
Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2",15089251.76,8820154.353,14920419.46,9675359.791,12278703.91,7312716.093,10216199.74,10596654.76,10223834.1,9177686.868,14171389.4
P23634,Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2,7170329.128,5112815.617,8299983.916,7803380.309,7053897.717,5304305.268,4817392.179,7037805.222,4305651,5169683.425,7882463.044
P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,11039406.58,9238345.683,13674278.01,13727275.97,12500810.36,8874670.299,9508069.469,11680810.15,9294204.562,9128709.603,15947838.68
P15104,Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4,23807431.89,16953486.95,27880722.89,19032975.22,22532611.45,14360630.42,12499821.15,13598677.81,16329164.82,17658373.87,20026026.08
O00499,Myc box-dependent-interacting protein 1 OS=Homo sapiens OX=9606 GN=BIN1 PE=1 SV=1,16038507.38,13111360.77,17380479.71,16812977.2,17140352.89,9709960.739,14672215.14,16229523.5,13429930.33,11847140.81,24498720.66
P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2,5215685.362,4445873.226,6488105.076,6156740.944,6075917.64,3852104.661,4454446.132,5369798.102,4594489.535,4686574.728,7126156.625
P63010,AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,15564835.05,10887594.42,17397611.78,15039608.93,14402061.72,9319527.234,11013435.65,10995964.07,9283402.145,11407921.37,15460925.38
Q14141,Septin-6 OS=Homo sapiens OX=9606 GN=SEPT6 PE=1 SV=4,2312257.274,1590802.476,2567573.706,2452648.052,2140543.612,1452037.742,1690431.802,1581217.679,1545334.866,1680365.994,2219962.497
P21281,"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3",15157705.17,10092325.46,17269265.01,17991326.26,13749308.49,9616501.199,10605660.29,10147869.27,9276862.463,10385269.52,15682053.3
P06744,Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4,25475054,17924583.35,30745105.12,28028519.01,24708108.36,18585146.31,18433481.39,21992375.46,15748946.82,18105933.79,31888482.45
P78324,Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Homo sapiens OX=9606 GN=SIRPA PE=1 SV=2,8859373.871,9280580.659,18460196.86,20485069.99,12785266.21,7249772.529,11863217.14,9944797.626,10233505.43,11453802,13704065.28
Q93050,V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3,11450087.1,7262612.404,12548185.49,10878512.94,9755941.852,6451781.962,8013320.859,7198249.653,6737850.957,7553193.767,9578718.4
O75947,"ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5H PE=1 SV=3",37281712.67,26894737.93,45530917.64,34726498.58,34348606.71,26539753.88,26490507.39,26247320.92,24548597.86,28559075.61,46750309.23
P49418,Amphiphysin OS=Homo sapiens OX=9606 GN=AMPH PE=1 SV=1,21093196.34,15574718.87,26324175.62,19851865.82,20432784.87,13945651.11,16862297.39,15699812.76,13484403.43,17471273.02,25266859.02
P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,6480125.548,4835340.343,7345236.708,10659045.13,6655526.23,4862539.438,4534121.894,5050068.103,4612314.64,4739738.011,7469070.146
P32119,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,35300634.67,25331287.26,42088969.09,37368312.11,35077718.21,22482753.05,26765693.59,27106746.3,24551106.73,25996597.92,39374386.04
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",18818877.57,10546717.67,19281528.3,15799671.07,14933950.58,9086094.585,11501335.19,10019980.38,10714124.02,10771444.15,15399851.47
P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,5514575.553,4259331.531,6478557.674,7620125.084,5473119.135,3854465.916,4393416.879,4858286.662,3805534.959,4495578.086,6141289.654
P30084,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",22108965.28,15946243.41,24003599.95,22572349.01,20728420.49,13159507.25,15685173.4,16293283.25,18573453.33,21342371.94,22803982.47
Q9NZR1,Tropomodulin-2 OS=Homo sapiens OX=9606 GN=TMOD2 PE=1 SV=1,16681970.08,10416318.08,18946080.84,13739219.93,14896213.11,9842603.151,12766184.19,12835225.07,11307768.62,12091055.25,16378652.34
P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3,4440864.466,4006720.93,5689068.201,8090673.911,5141931.864,4237190.623,3916100.009,5106132.121,3380564.139,3554275.309,6550019.091
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1",17156150.96,11525157.63,21094326.13,13588090.47,15221987.06,9854111.552,12935547.16,11139766.81,11976149.82,13475475.48,14339351.11
P16949,Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3,19803022.5,12101255.73,22582177.18,15489577.94,17210382.29,10214953.34,13852859.8,13298824.68,13586497.99,14061773.82,17213589.47
P63208,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2,14606984.69,9629909.133,16353539.09,11044765.45,12910574.69,8579546.809,9981736.954,11513899.5,9857764.159,10372967.12,14175282.22
P36543,V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1,12658011.08,8951833.554,15049052.66,14839169.97,12184655.66,8343358.276,9585461.444,9336888.582,8209660.195,9816985.498,15314209.28
Q12765,Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2,23428637.07,15357832.21,24946120.31,19271687.01,20700169.28,14250599.02,16169932.79,19403856.76,15021145.08,16244613.67,23822830
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2",17928979.5,11458325.59,19123821.96,15958533.11,15599916.68,9630173.86,12976062.28,12384710.94,11757372.3,12526252.26,15751368.17
P09493,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2,13196999.68,8768979.86,14161738.52,12072049.63,11717739.74,7858711.028,9624578.955,10531359.09,8771657.427,9916023.68,13302806.36
P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,9520250.372,7105201.515,11259629.47,10086499.62,9380632.314,6428490.737,7135344.281,8480505.785,6580648.314,7060113.9,11010554.42
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,10117349.44,7446789.679,11665941.6,11356966.7,10436596.32,6912586.875,7945065.246,8215953.678,7291879.446,7816763.234,12313891.4
P18669,Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,25360326.05,18604791.89,28575427.66,26853127.84,24125976.53,16404742.48,19893584.94,21323842.12,17045057.32,19963401.07,30011849.41
P50570,Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2,164665.0859,101301.2319,175187.3789,197178.3633,145056.2305,102369.2783,102240.1357,147720.1934,113867.7217,98610.39551,186925.2871
P61604,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2",26677655.92,16603805.2,26275121.43,23487376.63,21459844.92,13425896.34,17117759.91,16130724.37,16433252.3,18037428.56,27417964.8
P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,15834350.99,12199381.42,16800318.19,22800037.77,15783717.11,10705069.16,11926921.09,13737868,11808003.08,14500130.12,18526621.67
P62820,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3,13582339.34,9445792.09,15877684.83,13158504.44,12526763.68,8420372.127,9713983.147,10295533.05,8507315.883,9670205.33,14048935.63
Q92823,Neuronal cell adhesion molecule OS=Homo sapiens OX=9606 GN=NRCAM PE=1 SV=3,9403339.483,5920683.155,10224233.25,8561424.151,8042288.992,4907330.198,6490570.736,6113347.89,5960269.067,6956723.327,8257950.713
Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,6066560.413,4033084.608,6493360.933,5385561.759,5323987.644,3349627.489,4148780.945,4048892.822,4120953.241,4120459.536,6143687.451
P12532,"Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1",17416702.49,11661775.57,19262676.32,19619383.39,16566509.8,11396952.88,11581151.66,13004784.29,11615354.79,10967429.76,21285642.5
P51149,Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1,9285352.07,6653306.302,10859399.98,9937947.291,8889435.239,5991065.737,6921942.402,7679165.26,6786101.789,6815691.514,10103586.35
Q92599,Septin-8 OS=Homo sapiens OX=9606 GN=SEPT8 PE=1 SV=4,4892324.884,4096685.066,5760570.107,5768697.807,5574104.534,3897476.504,3826388.828,5268872.506,4018986,4495973.712,7335538.107
P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",7127041.456,4808550.954,8193772.888,9003485.865,7052926.847,4436138.315,5082419.088,4829152.351,5146625.708,4462084.206,7317829.217
P04179,"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3",19501703.19,13894391.83,19467465.48,25171570.91,17825617.44,12725371.29,17657239.3,14611423.32,11408563.53,13294600.47,20686184.3
Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3,1731044.071,1277367.469,1879350.667,1820253.017,1713798.171,1132400.45,1400017.528,1417904.461,966373.2567,1401727.421,1898950.382
O75781,Paralemmin-1 OS=Homo sapiens OX=9606 GN=PALM PE=1 SV=2,7566675.386,3458603.98,7284928.513,5344347.12,5164913.415,3396903.364,4419075.968,4356033.359,3544618.824,3569082.415,5134635.467
P12036,Neurofilament heavy polypeptide OS=Homo sapiens OX=9606 GN=NEFH PE=1 SV=4,3546000.45,3451503.251,4281662.022,5474747.422,4947086.154,3600060.233,2719557.33,4682376.879,5293379.347,2648903.05,8099322.376
Q9UI15,Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2,22180313.24,16123658.61,26576333.03,22664943.71,21441768.99,13115331.15,17080217.33,15119612.91,15048167.44,18682524.33,23937070.61
P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3",12051331.27,7215745.382,12911907.09,9635991.479,9842237.915,5984471.179,8289624.928,6860672.138,7451789.161,7754443.454,9968742.915
P68104,Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1,16145220.45,12133484.03,16837850.85,22867279.51,15443148.23,11238469.3,11587240.06,14635200.55,11286092.88,10230706.03,18385204.53
Q9H4G0,Band 4.1-like protein 1 OS=Homo sapiens OX=9606 GN=EPB41L1 PE=1 SV=2,15381142.63,8994248.141,16782803.7,11432682.21,12625617.9,8811558.294,10704935.29,9978255.234,8772045.812,10348803.02,13032430.32
Q8N3J6,Cell adhesion molecule 2 OS=Homo sapiens OX=9606 GN=CADM2 PE=2 SV=1,16736320.89,11644654.69,20367812.71,18789523.97,16066000.38,10060461.3,12676912.67,12330188.13,10661909.43,12266567.53,16600160.62
P07954,"Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3",15550047.95,10049208.69,16844997.36,13931036.97,13291641.75,8708393.318,10534941.99,10373220.62,10133613.71,10450178.48,16205564.85
Q13423,"NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3",10431762.84,6714144.55,12454458.76,9118663.041,9344161.968,6112100.19,7083780.458,6307532.176,6330168.867,7061540.651,11363831.67
P17174,"Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",9773568.482,7592366.777,11182200.24,14885274.13,10317104.12,7880687.22,6940965.806,7439556.112,7818456.123,7501052.412,12296678.68
P11216,"Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5",9997341.178,7163982.342,12355370.99,9817794.086,9712687.275,7158292.5,7760700.498,8534274.525,6974593.133,7356325.766,11631494.55
P49588,"Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS PE=1 SV=2",4729456.907,3205536.475,5009573.51,4169222.667,4460741.377,3123925.204,3232785.784,4050129.63,3295040.608,3424781.411,5276390.975
Q9UQ16,Dynamin-3 OS=Homo sapiens OX=9606 GN=DNM3 PE=1 SV=4,1500021.954,909683.703,1778270.312,1338530.495,1255635.417,779344.099,980480.2661,946675.2642,936987.2791,972087.3801,1346645.314
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1,10430585.12,9128723.267,13475883.85,11744331.01,11551642.77,9045325.106,9484390.231,10707658.06,7274943.34,10874221.29,14002358.29
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,6199287.198,4493109.116,7148051.051,6449662.552,5961329.68,4012262.823,4634840.388,5197798.224,4077158.905,4651259.271,7339749.292
P06753,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2,1601130.089,1121559.388,1591012.881,1523772.161,1487761.501,957282.5481,1134488.299,1383397.079,1167479.689,1068314.666,1625616.591
Q99961,Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1,2001297.951,1337762.717,2177655.273,1938058.341,1838055.927,1087050.801,1666539.644,1290365.149,1449046.406,1597216.982,1777320.155
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3",14280514.13,8329544.304,15455219.81,11714586.08,11351782.31,6756216.607,9143989.049,7233183.057,8412875.076,8640514.716,11094418.06
P20336,Ras-related protein Rab-3A OS=Homo sapiens OX=9606 GN=RAB3A PE=1 SV=1,12010724.53,8072788.535,13741905.41,12501616.64,11198791.48,7619322.273,8438809.513,8362266.635,7111935.069,8601896.811,10932980.23
P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=2",7917384.557,4843405.548,7954353.106,6303603.303,6656224.495,4020724.291,5757989.774,5317169.416,4969823.92,5160502.393,7635214.386
Q05639,Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,2357674.041,1910107.128,3468001.954,1970994.851,2570328.933,1712400.652,1961201.307,2224309.679,1877901.752,2019286.373,2721084.444
P24752,"Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1",8997564.879,6224053.115,10156803.81,8458181.008,8413791.947,5671967.835,6401247.428,6693086.584,6493786.921,7004163.121,9473428.01
P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1,6353703.294,5222667.672,6545856.251,15512351.45,7001684.694,5343015.148,4821218.923,5861381.285,4226182.023,4712226.234,8445812.921
P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2,2967288.239,4754231.487,3910147.864,7010666.715,6044989.805,2216797.452,3074973.487,3136669.883,2229644.112,8992545.161,12785844.35
Q09666,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,7177445.642,5043987.354,7730173.964,7528533.493,6804698.128,5192239.277,4845128.529,6905345.982,5525124.117,5031427.4,8215001.014
P35612,Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3,6672646.172,4586486.602,8052524.696,7139857.462,6294181.969,4012544.458,5586783.185,4770423.365,4348177.268,4890812.732,6033367.955
P54920,Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3,5480707.656,4444589.288,6454150.648,6497839.294,5752988.386,3991853.937,4783686.255,4998355.325,3976118.154,4737552.617,6501429.115
P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2,12692016.24,10815451.65,14941258.68,23559729.41,13989656.66,9883322.891,10454417.14,13232894.95,10657233.38,10242941.83,18614696.55
Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1",7309165.549,4772572.431,8264482.743,7175945.936,6475053.032,4141107.755,4914219.331,5370839.519,4906725.78,4911918.716,7019228.591
P09497,Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB PE=1 SV=1,12730055.58,7955785.574,13936282.43,11707734.39,10806152.24,6842594.116,8778524.518,8211811.974,7629813.229,8983766.636,11757296.81
Q96KP4,Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2,8782567.326,8199402.463,11384874.01,13315080.04,10858343.21,7123205.52,7943397.21,10778279.36,8702110.569,8068382.581,15234106.67
P78371,T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4,5760960.773,4065143.619,6999676.761,5850786.921,5458346.733,3754598.57,4506871.396,4786285.953,3945415.561,4473578.685,6225377.32
Q14568,Heat shock protein HSP 90-alpha A2 OS=Homo sapiens OX=9606 GN=HSP90AA2P PE=1 SV=2,82833.82031,64027.07227,97775.69141,60259.30664,68850.22461,55724.76172,72503.94531,73062.23242,56303.43359,48397.1543,112686.7813
Q92598,Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,5958142.543,4573097.026,7062249.374,6732084.909,6360220.451,4380150.609,5005234.726,5399749.875,4272791.209,4935855.583,7682955.838
O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,4289047.439,2823652.57,4683265.093,4306339.87,3904754.354,2464957.492,2873930.251,3028617.827,2760197.041,3277623.986,4119811.779
Q8N573,Oxidation resistance protein 1 OS=Homo sapiens OX=9606 GN=OXR1 PE=1 SV=2,7291966.645,4605142.163,7940482.691,6673134.147,6588280.579,4328429.935,5694598.245,4487872.644,4912859.012,4937266.41,6172901.41
