Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
P07339,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1,35989670.59,33117849.27,35060429.55,44257192.12,32371509.06,38669559.42,27784544.02,36181021.2,26134264.43,32748593.47,40391528.52
P09417,Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2,28893838.22,24374700.83,24589373.43,31189860.55,53871077.47,28877845.59,20163506.44,20792398.77,25349244.26,21534845.76,26417124.32
P23634,Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2,6710857.379,5300557.825,6283555.789,6516554.012,4885638.53,6325895.627,4445294.734,6220872.915,4003283.451,5688998.48,6511261.24
P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3",25082429.8,22903311.11,20494407.74,22205138.41,18821913.13,23770183.02,17396550.53,23325962.54,14964369.71,23988340.75,32913129.81
P69905,Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2,87325855.92,45964781.84,45505923.73,89936401.4,229256218.1,100160369.4,101659438.6,66520780.02,42636738.9,57605214.35,155804441.7
P05026,Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1,21180183.03,18268992.62,16044278.24,18762511.34,18936335.07,20519502.8,14820416.62,17763337.28,13415064.45,16900205.95,23523464.49
P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2,6832607.142,6199393.692,6274489.676,6801322.398,8828861.921,7060363.752,5993104.602,6118216.842,5151318.255,6040232.475,7921612.166
P09211,Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2,17539714.04,13256441.19,12419653.82,16608124.86,16240098.07,15074504.91,11883683.84,13312023.45,9974134.18,11520887.61,14805775.29
Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2",15491990.82,10027454.51,11724581.67,11473748.2,12616505.08,13396552.97,9240042.887,10483790.06,9255949.308,11271805.26,16930349.44
P30086,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,86118252.56,76677026.87,76143178.88,79832073.81,91425354.74,82178277.47,64081082.55,71984157.04,58220880.73,66342937.98,90487812.02
P62760,Visinin-like protein 1 OS=Homo sapiens OX=9606 GN=VSNL1 PE=1 SV=2,34060537.87,28352073.76,27670529.6,29452438.23,29868224.04,29296747.52,24492199.39,29199419.45,18805756.36,26126969.63,32483529.13
P29401,Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3,12678042.46,11080634.78,9907260.227,12010035.23,14316636.53,11942746.88,9474343.031,10134288.59,8183498.417,9639586.461,11580284.89
P15104,Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4,24672864.12,28563336.58,16237860.46,35746307.03,14888514.72,24119548.06,11895327.67,27004639.44,13751929.97,24966213.32,31559274.85
P21579,Synaptotagmin-1 OS=Homo sapiens OX=9606 GN=SYT1 PE=1 SV=1,18607891.28,19581487.89,20795056.45,18265386.24,15677311.88,21246677.98,16011034.92,20154200.31,14375487.33,19078892.89,28723701.48
P63010,AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,16913814.67,14958778.43,13712574.35,14436418.53,14607939.13,15719311.6,12405366.69,15266800.74,10152134.52,14131609.54,18305788.21
Q9UH03,Neuronal-specific septin-3 OS=Homo sapiens OX=9606 GN=SEPT3 PE=1 SV=3,21643821.94,19124779.81,21278288.25,20714225.85,17210011.28,21851045.65,16914837.85,23153673.82,15027253.32,20256497,29064298.32
P10636,Microtubule-associated protein tau OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=5,12089523.01,10591359.58,12509690.63,13029852.06,12655551.18,12793518.45,9336254.822,11198139.25,8141060.41,10745233.55,15797836.41
Q16891,MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1,12537489.75,11053774.81,11702697.47,12782249.6,10006240.01,12355053.26,9214101.748,11308725.14,8229012.005,10334778.93,16205906.23
P45880,Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2,9324843.884,10087540.58,7822624.193,10806991.17,6527606.286,9903420.685,7827305.347,8457019.89,7050397.312,7623898.795,11786661.64
O75947,"ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5H PE=1 SV=3",39824045.42,37078331.03,33316367.33,42375179.55,24640461.88,35967805.78,31897776.46,44112631.42,27922262.06,31740830.31,49506444.45
O00499,Myc box-dependent-interacting protein 1 OS=Homo sapiens OX=9606 GN=BIN1 PE=1 SV=1,15132346.37,14004672.17,14059055.98,15125682.75,25596236.72,16109963.29,15974079.55,13394195.54,14274757.6,13014510.37,17898984.45
P23471,Receptor-type tyrosine-protein phosphatase zeta OS=Homo sapiens OX=9606 GN=PTPRZ1 PE=1 SV=4,12566368.58,12777196.3,12672097.12,12781805.74,12076973.48,13257333.96,11190708.74,11548907.27,9116228.235,10954969.33,15059803.69
Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,6006326.231,6178546.262,6399248.534,5960778.757,8692118.709,6616535.568,5341122.099,5471796.715,5064605.368,5409854.952,8448945.533
Q9NZR1,Tropomodulin-2 OS=Homo sapiens OX=9606 GN=TMOD2 PE=1 SV=1,19205000,15853083.31,17872722.82,18045365.12,17477040.54,17977682.53,13545892.23,18249570.13,12260889.5,15745222.83,21819213.47
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,13604869.46,11042698.79,11543674.47,11900001.95,12962774.28,12560422.02,10809160.56,11493616.41,8895797.125,11465948.53,15863067.05
P36543,V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1,16735525.84,12562701.5,13550609.17,14391830.66,13649314.57,15066904.87,11129360.23,15397070.48,9153142.354,13016655.33,18602118.35
P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,11208159.79,9478780.677,9844344.743,10738800.31,10606728.13,10377224.81,8376561.373,10428837.49,7193661.187,9036550.313,11646577.41
P32119,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,42484731.77,33147434.93,34209405.55,37473659.97,38098883.05,37352528.96,29896467.75,35228802.14,24376937.33,30068491.88,44353225.94
P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,11203303.6,8394596.199,8513521.583,9954470.266,8884965.701,10115882.93,7272784.784,9158811.57,6578964.869,8206576.302,10227378.25
P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,7643501.647,5733301.191,6508530.098,6536139.136,6256618.681,7161394.769,5705527.466,6648103.888,4735115.511,6384080.819,9415601.598
P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3",32186188.04,24758696.26,21400053.7,24686857.29,19495332.38,25272518.18,17430538.76,21644796.11,16207807.32,23546589.78,32071916.74
P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,7445618.778,6542785.355,7017688.973,6576055.029,6547567.043,7297374.082,6268246.646,6695028.548,4757100.284,5883509.008,10088013.11
Q93050,V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3,9679014.776,8713802.755,8876915.316,9198214.394,7356541.015,9303036.883,6662590.993,9479179.43,6111934.541,8693157.112,11877308.65
P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3,16492184,9715697.802,10184126.12,9659841.65,10768220.24,12750124.34,10078214.39,11632335.79,8246780.798,12811490.06,11399403.04
P63208,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2,17621054.26,14120641.48,15682780.65,16312049.01,13956574.14,15551908.67,12390693.69,14601776.52,12105366.06,13963372.5,19907088.03
Q14141,Septin-6 OS=Homo sapiens OX=9606 GN=SEPT6 PE=1 SV=4,2100468.118,1616957.479,1701858.388,1894619.492,1413642.28,1945644.823,1314265.094,1616856.341,1269869.426,1700507.954,2522718.338
P16949,Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3,18626319.94,16250342.29,18714556.19,16508595.95,25420455.89,18554945.67,14819662.52,15237867.22,14034434.05,15207375.02,22451581.68
P12036,Neurofilament heavy polypeptide OS=Homo sapiens OX=9606 GN=NEFH PE=1 SV=4,9936940.653,7136272.849,4115482.368,6976158.005,12865642.33,6770646.466,4256057.641,4350825.344,4239570.557,3959033.86,4982492.484
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1",15883811.74,16095355.88,15586235.73,16221257.26,13229324.76,16876182.84,11192274.44,16911054.4,9886149.188,14199748.08,20681967.1
P20336,Ras-related protein Rab-3A OS=Homo sapiens OX=9606 GN=RAB3A PE=1 SV=1,15224363.68,13495489.77,13864684.89,15147179.8,11266329.87,15426204.59,12275427.79,16369580.26,11206537.52,14986322.39,19646795.48
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2",17408255.04,14258055.63,16924928.61,16878687.71,16010659.44,17325618.98,15132731.65,16054419.18,12293456.81,17094343.38,25833772.41
P50570,Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2,240057.5938,220268.5444,220834.0645,261818.2109,280045.8574,231237.3096,207853.1436,229298.3965,178740.7354,216131.9365,272261.417
P12532,"Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1",21406246.96,17862061.12,16978422,17458207.51,14411623.63,18125245.1,12533794.9,15775843.4,12489729.83,16815251.69,21708121.61
P62820,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3,13099968.65,11818218.07,11966565.63,13094388.48,11227336.86,12417561.15,10489244.19,12893793.79,9605440.781,11505715.1,14799886.6
P21281,"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3",16986621.94,12311164.79,12753462.17,13553679.91,13461624.22,14325986.25,10857900.63,14809051.88,9489432.571,13472152.99,17291166.23
P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3",10847241.68,9029744.478,8965113.497,9436798.867,8529576.57,10048704.32,6729018.079,8840624.348,6517832.704,9515008.909,13390813.96
P49418,Amphiphysin OS=Homo sapiens OX=9606 GN=AMPH PE=1 SV=1,23412136.77,19635906.64,21174467.92,21669665.99,16180659.95,20678971.56,16439537.46,21433191.38,13601486.12,17221576.12,24790974.51
P18669,Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,27935516.95,24088918.72,23078565.2,25232286.26,27759354.02,26116816.31,20837981,24485679.19,17148188.4,21919257.27,29755738.27
P78324,Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Homo sapiens OX=9606 GN=SIRPA PE=1 SV=2,14496574.08,11115187.78,11346236.76,11966072.34,7980183.631,14255731.2,9683730.641,11164471.16,9316749.774,7157208.982,23420944.69
O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,5791823.398,5216190.289,5658663.234,5447021.004,6978879.875,6178886.737,5047689.628,5457627.019,4498743.856,5384294.63,8029310.344
Q92823,Neuronal cell adhesion molecule OS=Homo sapiens OX=9606 GN=NRCAM PE=1 SV=3,7430360.854,6793867.398,6291033.65,5874219.662,7027967.846,7033457.322,5829414.859,5786673.838,4869096.65,6388839.771,8117626.95
Q12765,Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2,23686462.82,15758854.54,17712737.95,19613613.49,19044000.96,19446417.91,14546992.52,19091190.78,12414107.38,16261436.03,22026829
P17174,"Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",18308729.08,11689018.55,9595379.314,11923912.34,14177845.25,13524697.25,9622816.664,10255453.55,8199323.736,12863642.24,13169476.71
P06744,Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4,24659710.11,18231801.69,18812328.54,20893511.33,19121650.58,19541847.38,14765980.39,19819696.85,13033030.15,17402819.63,20952011.75
P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",10539096.9,7624821.447,6486056.967,7959103.943,7529646.094,8896958.888,6189247.306,8601989.917,5503898.333,9060873.441,11193007.75
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1,12552007.91,9746427.638,11086974.64,10462425.06,10003837.1,11283595.55,9998918.25,11785470.19,7651595.724,9971860.918,13726041.98
P54920,Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3,7236382.81,6365175.148,6659291.063,6721909.831,7460605.508,6930495.638,6101248.052,6789337.26,5046960.982,5880568.22,8351048.001
Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3,1245852.688,1048988.835,1413628.261,1218986.543,1057849.702,1270382.249,1061478.474,1441914.159,880771.2968,1200246.424,1404610.619
P49419,Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=5,10608122.15,9347916.067,9962140.381,10236015.83,11907951.67,10224541.53,10699565.69,9273347.895,7620806.771,9335007.44,12062019.36
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",18102769.01,13478935.35,14437290.72,15518601.39,12588875.4,15910362.21,10899444.88,15307184.88,10297967.7,13624604.91,21628965.95
P49411,"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",10018771.71,8536184.897,8327991.197,8929123.718,8592840.366,9221443.129,6429009.996,9304841.918,6001918.039,8820795.123,12131313.05
O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4,8059822.221,6178613.241,6842319.574,7901311.92,9915755.997,7077924.958,4034790.799,6247922.046,5106349.986,5731743.781,6424326.685
P30084,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",16709159.69,12719768.4,15478241.68,18158205.56,12601865.78,16518767.49,13090898.54,17804187.96,12836463.46,15999374.78,20358042.08
Q09666,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,9026675.302,6989279.804,8795072.909,8546172.287,7728595.288,8608532.175,7014404.923,7233170.004,5427453.022,5496629.236,7706253.092
Q9Y4I1,Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2,7461356.848,6492992.776,6656500.028,7213260.475,7263800.509,7276985.919,5622440.556,6824328.665,5061302.742,6227788.866,8540312.178
P51149,Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1,8961753.811,9365259.218,9903409.666,9982428.443,9194733.204,9600611.518,7951501.952,9034643.517,7167674.593,7877752.506,11851005.86
Q13423,"NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3",9396442.997,9466298.407,9031896.485,10777879.75,7910236.098,10315633.9,8534981.718,9684455.938,6977564.554,7910628.112,13252049.56
P16152,Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3,14577586.79,10124403.73,10497417.89,12534121.55,22129601.42,12739286.6,11237572.04,10271060.89,10451395.68,9511495.51,12975342.92
P24752,"Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1",11670599.39,8804692.697,8961877.987,9792536.883,7804440.515,9693168.09,5849230.262,9830386.217,6107955.324,8762368.263,11150759.58
Q9Y2T3,Guanine deaminase OS=Homo sapiens OX=9606 GN=GDA PE=1 SV=1,7613241.599,8232662.766,8039295.29,7263208.88,8896307.269,8621171.394,7532652.79,8746046.858,6224886.61,7738854.552,10018655.77
Q96JE9,Microtubule-associated protein 6 OS=Homo sapiens OX=9606 GN=MAP6 PE=1 SV=2,7809069.388,6132151.43,6177679.651,6551419.13,6416138.896,6705020.026,4644534.574,5609424.599,4338277.161,6304568.556,8196520.19
Q9UI15,Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2,18493684.37,17200852.99,20180117.88,17974313.22,19715108.75,19304826.3,17824123.21,18813308.43,15890631.8,18502647.03,25479927.08
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,6129112.85,4892009.215,5736282.439,5856877.024,5860852.857,5663375.283,4664406.776,5463252.206,3887458.92,4958471.007,6666750.666
Q9H4G0,Band 4.1-like protein 1 OS=Homo sapiens OX=9606 GN=EPB41L1 PE=1 SV=2,15459975.39,11497402.56,13712305.5,14510545.9,11342969.91,13885879.44,9790009.464,12935515.3,9278302.945,12075948.76,16595118.8
O60313,"Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3",9380455.16,7586325.718,8756321.153,8795747.043,7650048.076,8836574.318,7343183.039,8972451.515,5924008.136,7350809.533,11918647.29
P35612,Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3,5687723.303,5043964.917,5728734.934,5385067.578,5230964.332,5844750.581,4883789.123,5191261.926,4232020.51,5159270.263,7289204.543
P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,8936411.333,7823489.461,7790050.562,8844187.837,7852611.416,8656788.954,7142408.471,8580868.942,6189356.403,8253979.781,11329987.69
P49588,"Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS PE=1 SV=2",6019445.564,5440700.645,5317669.189,5876497.947,5691094.447,5632681.516,3985387.552,5365598.558,4238412.318,4847385.36,6685048.96
Q05639,Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,3526935.94,3371130.841,3067188.964,4009712.953,3082913.352,3320822.563,2202983.499,3081505.488,2165014.503,2846438.314,3616760.816
Q92598,Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,8933487.271,7266484.358,8235514.583,8383110.003,7665445.828,8164546.113,7817799.66,7480881.215,6046502.402,7474372.582,11632660.19
P07954,"Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3",20725542.61,15830427.21,16360170.48,18112266.06,13897568.02,17267272.3,11390386.47,17498113.19,10518517.93,14985229.31,21827156.63
Q9UQ16,Dynamin-3 OS=Homo sapiens OX=9606 GN=DNM3 PE=1 SV=4,1594242.099,1339216.013,1288061.08,1447389.399,1535241.809,1522652.112,1162108.113,1447443.742,975174.104,1223507.034,1892372.43
P09493,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2,3937602.027,3229018.597,3708859.218,3726302.166,3374148.952,3723584.051,2828220.903,3937680.101,2457428.145,2772410.082,3959398.444
P68104,Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1,17737836.83,13528195.11,13204938.36,15511995.81,16488397.58,15674474.44,12736403.07,13024658.74,10446877.33,12893969.93,16573599.03
Q16658,Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,4672136.436,5035919.425,4573967.827,5001845.173,6729332.934,5190676.97,4740039.342,5101283.365,3948081.413,4248834.08,5807982.046
Q8N3J6,Cell adhesion molecule 2 OS=Homo sapiens OX=9606 GN=CADM2 PE=2 SV=1,14063792.38,11270628.21,10960256.2,12620707.8,10646858.72,12765573.02,9517921.814,10973397.96,8998262.079,12611701.77,15686133.46
P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,16619910.41,15334971.47,17177433.17,15401383.18,19375253.53,17045767.77,15435410.43,16307201.98,12894991.21,15804916.08,20487129.88
P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,6088867.765,4954582.249,5131218.22,5567282.101,5348955.578,5589019.703,4464353.168,5047256.788,3724953.985,5188167.457,6532496.293
P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2,2268529.857,1597142.59,4115957.866,4899149.511,6041137.53,6085110.514,17796089.17,9805568.795,3717921.365,3712149.362,3234937.894
P11216,"Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5",12349462.25,8998194.114,9150557.182,9855708.98,7175564.524,9666289.909,8733623.296,8624976.659,5886219.179,7997948.553,9045279.149
Q8N573,Oxidation resistance protein 1 OS=Homo sapiens OX=9606 GN=OXR1 PE=1 SV=2,6592550.784,5783374.061,6286386.53,6213763.346,6002914.191,6207275.604,4440696.852,5699069.748,4504819.05,6386353.3,8397589.267
Q99961,Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1,1523684.573,1639864.923,1614854.582,1537382.646,1642449.965,1731748.025,1474143.173,1657848.047,1375741.258,1942531.148,2545071.308
Q92599,Septin-8 OS=Homo sapiens OX=9606 GN=SEPT8 PE=1 SV=4,4606785.531,3918390.096,3955399.141,4632398.779,7096041.009,4995315.654,4326634.909,5061185.637,4241415.424,4398459.534,5332918.946
O75781,Paralemmin-1 OS=Homo sapiens OX=9606 GN=PALM PE=1 SV=2,7296275.233,4511870.951,6417492.045,4643265.617,5918147.007,6546291.651,3888168.693,4869496.977,4550394.437,4833719.495,8565632.099
P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3,2761430.932,1594899.475,1379185.081,1585827.393,1911098.428,1925106.039,1465930.243,1593178.261,1289085.696,2241963.366,1722158.485
P0DOX5,Immunoglobulin gamma-1 heavy chain OS=Homo sapiens OX=9606 PE=1 SV=1,3455881.42,3089732.785,4967812.372,5492795.38,8021331.229,8034789.53,23694077.56,12121338.04,5055289.707,5834001.583,4649881.029
